lake_id,classic.group,Target_taxon,biovol,Survey,total.biov
04-614,DIATOMS,Fragilaria,40.8407,Lake Pulse,1272.62416
04-614,GREEN ALGAE,Lemmermannia,69.28462,Lake Pulse,1272.62416
04-614,CYANOBACTERIA,Limnothrix,106.6534,Lake Pulse,1272.62416
04-614,CHRYSOPHYTES,Mallomonas,17.10731,Lake Pulse,1272.62416
04-614,CYANOBACTERIA,Merismopedia,46.18975,Lake Pulse,1272.62416
04-614,GREEN ALGAE,Messastrum,0.6949846,Lake Pulse,1272.62416
04-614,CYANOBACTERIA,Microcystis,51.32194,Lake Pulse,1272.62416
04-614,GREEN ALGAE,Monoraphidium,32.450442,Lake Pulse,1272.62416
04-614,DIATOMS,Nitzschia,9.189158,Lake Pulse,1272.62416
04-614,CHRYSOPHYTES,Ochromonas,7.350799,Lake Pulse,1272.62416
04-614,GREEN ALGAE,Oocystis,15.583694,Lake Pulse,1272.62416
04-614,CYANOBACTERIA,Planktolyngbya,4.009527,Lake Pulse,1272.62416
04-614,CYANOBACTERIA,Rhabdoderma,24.69868,Lake Pulse,1272.62416
04-614,CRYPTOPHYTES,Rhodomonas,22.0524,Lake Pulse,1272.62416
04-614,GREEN ALGAE,Scenedesmus,11.54744,Lake Pulse,1272.62416
04-614,GREEN ALGAE,Tetradesmus,1.122668,Lake Pulse,1272.62416
04-614,GREEN ALGAE,Tetraedron,36.914378,Lake Pulse,1272.62416
04-615,CYANOBACTERIA,Anagnostidinema,117.7839,Lake Pulse,794.7923081
04-615,CHRYSOPHYTES,Dinobryon,1.603811,Lake Pulse,794.7923081
04-615,DIATOMS,Fragilaria,9.801768,Lake Pulse,794.7923081
04-615,CYANOBACTERIA,Limnothrix,664.833,Lake Pulse,794.7923081
04-615,GREEN ALGAE,Monoraphidium,0.7056767,Lake Pulse,794.7923081
04-615,GREEN ALGAE,Oocystis,0.06415243,Lake Pulse,794.7923081
04-616,CYANOBACTERIA,Aphanocapsa,21.7449974,Lake Pulse,3838.332895
04-616,GREEN ALGAE,Chlorolobion,0.3207621,Lake Pulse,3838.332895
04-616,CRYPTOPHYTES,Cryptomonas,289.033373,Lake Pulse,3838.332895
04-616,CHRYSOPHYTES,Dinobryon,228.02181,Lake Pulse,3838.332895
04-616,CRYPTOPHYTES,Katablepharis,4.276828,Lake Pulse,3838.332895
04-616,GREEN ALGAE,Lemmermannia,13.36509,Lake Pulse,3838.332895
04-616,CHRYSOPHYTES,Mallomonas,19.4863,Lake Pulse,3838.332895
04-616,CYANOBACTERIA,Merismopedia,36.67381,Lake Pulse,3838.332895
04-616,CYANOBACTERIA,Microcystis,0.9622864,Lake Pulse,3838.332895
04-616,GREEN ALGAE,Monoraphidium,0.1871112,Lake Pulse,3838.332895
04-616,DIATOMS,Navicula,25.52544,Lake Pulse,3838.332895
04-616,DIATOMS,Nitzschia,18.37832,Lake Pulse,3838.332895
04-616,GREEN ALGAE,Oocystis,0.1603811,Lake Pulse,3838.332895
04-616,CYANOBACTERIA,Planktothrix,44.9067,Lake Pulse,3838.332895
04-616,CHRYSOPHYTES,Pseudokephyrion,5.773718,Lake Pulse,3838.332895
04-616,CRYPTOPHYTES,Rhodomonas,192.4573,Lake Pulse,3838.332895
04-616,GREEN ALGAE,Tetradesmus,1.122668,Lake Pulse,3838.332895
04-616,CHRYSOPHYTES,Uroglena,2935.936,Lake Pulse,3838.332895
04-617,CYANOBACTERIA,Aphanizomenon,46.18975,Lake Pulse,1632.118951
04-617,CYANOBACTERIA,Aphanocapsa,152.68274,Lake Pulse,1632.118951
04-617,DINOFLAGELLATES,Biecheleria,11.29083,Lake Pulse,1632.118951
04-617,CHRYSOPHYTES,Bitrichia,0.598756,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Botryococcus,69.28462,Lake Pulse,1632.118951
04-617,CHRYSOPHYTES,Chromulina,18.18721,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Crucigenia,2.73717,Lake Pulse,1632.118951
04-617,CRYPTOPHYTES,Cryptomonas,150.587126,Lake Pulse,1632.118951
04-617,DIATOMS,Cyclotella,17.770226,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Desmodesmus,14.947515,Lake Pulse,1632.118951
04-617,CHRYSOPHYTES,Dinobryon,2.395024,Lake Pulse,1632.118951
04-617,CYANOBACTERIA,Dolichospermum,114.9612,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Elakatothrix,0.5559877,Lake Pulse,1632.118951
04-617,CHRYSOPHYTES,Epipyxis,0.449067,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Eudorina,73.90359,Lake Pulse,1632.118951
04-617,DINOFLAGELLATES,Glenodinium,342.1463,Lake Pulse,1632.118951
04-617,CRYPTOPHYTES,Katablepharis,7.350799,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Lagerheimia,0.5773718,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Lemmermannia,85.38688,Lake Pulse,1632.118951
04-617,CYANOBACTERIA,Limnococcus,3.66738,Lake Pulse,1632.118951
04-617,CYANOBACTERIA,Limnothrix,15.2362,Lake Pulse,1632.118951
04-617,CYANOBACTERIA,Merismopedia,0.2566097,Lake Pulse,1632.118951
04-617,CYANOBACTERIA,Microcystis,2.395024,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Monoraphidium,2.084954,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Mougeotia,110.8554,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Neglectella,8.468121,Lake Pulse,1632.118951
04-617,DIATOMS,Nitzschia,1.914408,Lake Pulse,1632.118951
04-617,CHRYSOPHYTES,Ochromonas,34.8187316,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Oocystis,34.193243,Lake Pulse,1632.118951
04-617,DINOFLAGELLATES,Peridinium,69.28462,Lake Pulse,1632.118951
04-617,CYANOBACTERIA,Planktothrix,51.32194,Lake Pulse,1632.118951
04-617,CHRYSOPHYTES,Pseudokephyrion,0.6682545,Lake Pulse,1632.118951
04-617,CRYPTOPHYTES,Rhodomonas,61.778785,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Scenedesmus,1.603811,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Stauridium,18.4759,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Tetradesmus,1.122668,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Tetraedron,74.8445,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Treubaria,5.346036,Lake Pulse,1632.118951
04-617,DIATOMS,Ulnaria,15.62157,Lake Pulse,1632.118951
04-617,GREEN ALGAE,Willea,6.158633,Lake Pulse,1632.118951
04-618,DIATOMS,Achnanthidium,1.429425,Lake Pulse,1578.930907
04-618,GREEN ALGAE,Actinastrum,6.736004,Lake Pulse,1578.930907
04-618,CYANOBACTERIA,Aphanocapsa,197.56278,Lake Pulse,1578.930907
04-618,CHRYSOPHYTES,Bitrichia,1.49689,Lake Pulse,1578.930907
04-618,DIATOMS,Cyclotella,30.07145,Lake Pulse,1578.930907
04-618,CHRYSOPHYTES,Dinobryon,20.95646,Lake Pulse,1578.930907
04-618,CHRYSOPHYTES,Epipyxis,3.368002,Lake Pulse,1578.930907
04-618,DINOFLAGELLATES,Glenodinium,103.9269,Lake Pulse,1578.930907
04-618,DIATOMS,Gomphonema,11.21606,Lake Pulse,1578.930907
04-618,CRYPTOPHYTES,Katablepharis,11.0262,Lake Pulse,1578.930907
04-618,GREEN ALGAE,Kirchneriella,4.811432,Lake Pulse,1578.930907
04-618,CYANOBACTERIA,Limnococcus,9.168451,Lake Pulse,1578.930907
04-618,CYANOBACTERIA,Merismopedia,12.4028,Lake Pulse,1578.930907
04-618,GREEN ALGAE,Monoraphidium,25.433762,Lake Pulse,1578.930907
04-618,DIATOMS,Nitzschia,14.35806,Lake Pulse,1578.930907
04-618,CHRYSOPHYTES,Ochromonas,43.2227,Lake Pulse,1578.930907
04-618,GREEN ALGAE,Oocystis,5.98756,Lake Pulse,1578.930907
04-618,CYANOBACTERIA,Planktolyngbya,781.0558,Lake Pulse,1578.930907
04-618,CRYPTOPHYTES,Rhodomonas,58.80639,Lake Pulse,1578.930907
04-618,GREEN ALGAE,Sphaerocystis,57.73719,Lake Pulse,1578.930907
04-618,CYANOBACTERIA,Spirulina,141.9372,Lake Pulse,1578.930907
04-618,OTHER,Stichogloea,13.68585,Lake Pulse,1578.930907
04-618,GREEN ALGAE,Tetradesmus,9.168451,Lake Pulse,1578.930907
04-618,GREEN ALGAE,Tetraedron,13.36509,Lake Pulse,1578.930907
04-619,DIATOMS,Achnanthidium,0.643241,Lake Pulse,2294.954701
04-619,CYANOBACTERIA,Aphanocapsa,56.88182,Lake Pulse,2294.954701
04-619,CYANOBACTERIA,Aphanothece,3.849146,Lake Pulse,2294.954701
04-619,DINOFLAGELLATES,Apocalathium,184.759,Lake Pulse,2294.954701
04-619,DIATOMS,Brachysira,11.02699,Lake Pulse,2294.954701
04-619,GREEN ALGAE,Chlamydomonas,18.4759,Lake Pulse,2294.954701
04-619,GREEN ALGAE,Chlorolobion,0.2566097,Lake Pulse,2294.954701
04-619,CHRYSOPHYTES,Chrysosphaerella,210.7621,Lake Pulse,2294.954701
04-619,CRYPTOPHYTES,Cryptomonas,46.53189,Lake Pulse,2294.954701
04-619,DIATOMS,Cymbella,26.61138,Lake Pulse,2294.954701
04-619,DIATOMS,Denticula,14.70265,Lake Pulse,2294.954701
04-619,CHRYSOPHYTES,Dinobryon,17.363924,Lake Pulse,2294.954701
04-619,DIATOMS,Fragilaria,5.717699,Lake Pulse,2294.954701
04-619,CYANOBACTERIA,Gomphosphaeria,230.9487,Lake Pulse,2294.954701
04-619,CRYPTOPHYTES,Katablepharis,11.29083,Lake Pulse,2294.954701
04-619,CHRYSOPHYTES,Kephyrion,0.4811432,Lake Pulse,2294.954701
04-619,CYANOBACTERIA,Limnococcus,372.2552,Lake Pulse,2294.954701
04-619,CYANOBACTERIA,Limnothrix,3.207621,Lake Pulse,2294.954701
04-619,DIATOMS,Mastogloia,22.05398,Lake Pulse,2294.954701
04-619,CYANOBACTERIA,Merismopedia,9.237949,Lake Pulse,2294.954701
04-619,DIATOMS,Navicula,84.74447,Lake Pulse,2294.954701
04-619,CHRYSOPHYTES,Ochromonas,634.948661,Lake Pulse,2294.954701
04-619,GREEN ALGAE,Oocystis,1.154744,Lake Pulse,2294.954701
04-619,DINOFLAGELLATES,Peridinium,77.19675,Lake Pulse,2294.954701
04-619,CYANOBACTERIA,Pseudanabaena,6.415243,Lake Pulse,2294.954701
04-619,CHRYSOPHYTES,Pseudokephyrion,3.464231,Lake Pulse,2294.954701
04-619,CRYPTOPHYTES,Rhodomonas,11.76128,Lake Pulse,2294.954701
04-619,GREEN ALGAE,Scenedesmus,9.237949,Lake Pulse,2294.954701
04-619,OTHER,Stichogloea,218.9736,Lake Pulse,2294.954701
04-620,DIATOMS,Achnanthidium,1.905899,Lake Pulse,410.3467127
04-620,CYANOBACTERIA,Aphanocapsa,49.36173,Lake Pulse,410.3467127
04-620,GREEN ALGAE,Chlorolobion,0.1782012,Lake Pulse,410.3467127
04-620,OTHER,Chrysochromulina,0.1603811,Lake Pulse,410.3467127
04-620,CRYPTOPHYTES,Cryptomonas,107.24146,Lake Pulse,410.3467127
04-620,DIATOMS,Cymbella,3.445223,Lake Pulse,410.3467127
04-620,DIATOMS,Denticula,2.654646,Lake Pulse,410.3467127
04-620,DIATOMS,Diatoma,3.063053,Lake Pulse,410.3467127
04-620,DIATOMS,Fragilaria,5.054037,Lake Pulse,410.3467127
04-620,CYANOBACTERIA,Limnococcus,9.16845,Lake Pulse,410.3467127
04-620,CYANOBACTERIA,Limnothrix,1.336509,Lake Pulse,410.3467127
04-620,CYANOBACTERIA,Merismopedia,0.07128047,Lake Pulse,410.3467127
04-620,CHRYSOPHYTES,Ochromonas,2.3773146,Lake Pulse,410.3467127
04-620,GREEN ALGAE,Oocystis,2.5304566,Lake Pulse,410.3467127
04-620,CRYPTOPHYTES,Rhodomonas,66.15719,Lake Pulse,410.3467127
04-620,GREEN ALGAE,Tetradesmus,0.2494817,Lake Pulse,410.3467127
04-620,CHRYSOPHYTES,Uroglena,155.3914,Lake Pulse,410.3467127
04-621,DIATOMS,Achnanthidium,0.4020257,Lake Pulse,414.0472001
04-621,CYANOBACTERIA,Aphanocapsa,79.96333,Lake Pulse,414.0472001
04-621,DIATOMS,Denticula,2.073942,Lake Pulse,414.0472001
04-621,GREEN ALGAE,Elakatothrix,1.002382,Lake Pulse,414.0472001
04-621,CHRYSOPHYTES,Epipyxis,2.105001,Lake Pulse,414.0472001
04-621,GREEN ALGAE,Gloeocystis,4.584226,Lake Pulse,414.0472001
04-621,GREEN ALGAE,Lagerheimia,2.405716,Lake Pulse,414.0472001
04-621,CYANOBACTERIA,Limnococcus,68.76338,Lake Pulse,414.0472001
04-621,CYANOBACTERIA,Limnothrix,3.007145,Lake Pulse,414.0472001
04-621,CYANOBACTERIA,Merismopedia,2.138414,Lake Pulse,414.0472001
04-621,CYANOBACTERIA,Microcystis,1.710731,Lake Pulse,414.0472001
04-621,CHRYSOPHYTES,Ochromonas,36.620339,Lake Pulse,414.0472001
04-621,GREEN ALGAE,Oocystis,11.734549,Lake Pulse,414.0472001
04-621,OTHER,Pedinella,3.421463,Lake Pulse,414.0472001
04-621,CRYPTOPHYTES,Rhodomonas,5.880639,Lake Pulse,414.0472001
04-621,CYANOBACTERIA,Spirulina,172.0087,Lake Pulse,414.0472001
04-621,GREEN ALGAE,Tetradesmus,2.4591764,Lake Pulse,414.0472001
04-621,GREEN ALGAE,Tetraedron,13.766041,Lake Pulse,414.0472001
04-622,DIATOMS,Achnanthidium,11.4354,Lake Pulse,3183.681507
04-622,DIATOMS,Amphora,170.2712,Lake Pulse,3183.681507
04-622,CYANOBACTERIA,Aphanizomenon,410.5755,Lake Pulse,3183.681507
04-622,CYANOBACTERIA,Aphanocapsa,13.47201,Lake Pulse,3183.681507
04-622,CRYPTOPHYTES,Cryptomonas,20.52878,Lake Pulse,3183.681507
04-622,GREEN ALGAE,Desmodesmus,18.53292,Lake Pulse,3183.681507
04-622,CHRYSOPHYTES,Dinobryon,32.967221,Lake Pulse,3183.681507
04-622,CYANOBACTERIA,Dolichospermum,178.2012,Lake Pulse,3183.681507
04-622,DIATOMS,Eunotia,476.4749,Lake Pulse,3183.681507
04-622,DIATOMS,Fragilaria,98.01768,Lake Pulse,3183.681507
04-622,DIATOMS,Frustulia,239.5988,Lake Pulse,3183.681507
04-622,CYANOBACTERIA,Limnothrix,10.69207,Lake Pulse,3183.681507
04-622,CHRYSOPHYTES,Mallomonas,28.86859,Lake Pulse,3183.681507
04-622,DIATOMS,Mastogloia,65.34512,Lake Pulse,3183.681507
04-622,CYANOBACTERIA,Merismopedia,9.1239,Lake Pulse,3183.681507
04-622,GREEN ALGAE,Monoraphidium,2.209695,Lake Pulse,3183.681507
04-622,DIATOMS,Navicula,155.27972,Lake Pulse,3183.681507
04-622,DIATOMS,Nitzschia,16.33628,Lake Pulse,3183.681507
04-622,CHRYSOPHYTES,Ochromonas,50.18145,Lake Pulse,3183.681507
04-622,GREEN ALGAE,Oocystis,0.2138414,Lake Pulse,3183.681507
04-622,EUGLENOIDS,Phacus,427.6828,Lake Pulse,3183.681507
04-622,DIATOMS,Pinnularia,637.1149,Lake Pulse,3183.681507
04-622,CRYPTOPHYTES,Rhodomonas,6.272682,Lake Pulse,3183.681507
04-622,GREEN ALGAE,Scenedesmus,8.981339,Lake Pulse,3183.681507
04-622,DIATOMS,Tabellaria,32.67256,Lake Pulse,3183.681507
04-622,GREEN ALGAE,Tetradesmus,0.4989633,Lake Pulse,3183.681507
04-622,GREEN ALGAE,Tetraedron,17.82012,Lake Pulse,3183.681507
04-622,DIATOMS,Ulnaria,43.56342,Lake Pulse,3183.681507
04-622,DIATOMS,Urosolenia,0.748445,Lake Pulse,3183.681507
04-623,DIATOMS,Achnanthidium,5.717699,Lake Pulse,10359.32271
04-623,CYANOBACTERIA,Aphanocapsa,6293.567,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Chlamydocapsa,46.18975,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Chlorolobion,1.283049,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Crucigenia,27.3717,Lake Pulse,10359.32271
04-623,DIATOMS,Cyclotella,109.37989,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Desmodesmus,65.86316,Lake Pulse,10359.32271
04-623,CYANOBACTERIA,Dolichospermum,2449.7677,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Elakatothrix,1.176128,Lake Pulse,10359.32271
04-623,DIATOMS,Fragilaria,24.50442,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Gloeocystis,36.67381,Lake Pulse,10359.32271
04-623,CRYPTOPHYTES,Katablepharis,8.553657,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Lemmermannia,426.9344,Lake Pulse,10359.32271
04-623,CYANOBACTERIA,Merismopedia,1.710731,Lake Pulse,10359.32271
04-623,CYANOBACTERIA,Microcystis,27.37171,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Monoraphidium,12.616644,Lake Pulse,10359.32271
04-623,DIATOMS,Nitzschia,98.01768,Lake Pulse,10359.32271
04-623,CHRYSOPHYTES,Ochromonas,26.19557,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Oocystis,134.50626,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Raphidocelis,106.9207,Lake Pulse,10359.32271
04-623,CRYPTOPHYTES,Rhodomonas,14.7016,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Staurastrum,53.46036,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Stauridium,146.6952,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Tetradesmus,20.528777,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Tetraedron,106.9207,Lake Pulse,10359.32271
04-623,GREEN ALGAE,Treubaria,106.9207,Lake Pulse,10359.32271
04-623,CYANOBACTERIA,Woronichinia,5.773718,Lake Pulse,10359.32271
04-624,CYANOBACTERIA,Aphanizomenon,2078.539,Lake Pulse,6169.814628
04-624,CYANOBACTERIA,Aphanocapsa,85.42965,Lake Pulse,6169.814628
04-624,CHRYSOPHYTES,Bitrichia,5.98756,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Chlorolobion,3.608574,Lake Pulse,6169.814628
04-624,CHRYSOPHYTES,Chromulina,4.330289,Lake Pulse,6169.814628
04-624,OTHER,Chrysochromulina,3.849146,Lake Pulse,6169.814628
04-624,CRYPTOPHYTES,Cryptomonas,147.95153,Lake Pulse,6169.814628
04-624,DIATOMS,Cyclotella,10.02382,Lake Pulse,6169.814628
04-624,DIATOMS,Diatoma,3.509748,Lake Pulse,6169.814628
04-624,CHRYSOPHYTES,Dinobryon,9.355562,Lake Pulse,6169.814628
04-624,CYANOBACTERIA,Dolichospermum,2013.5309,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Gloeocystis,183.369,Lake Pulse,6169.814628
04-624,CRYPTOPHYTES,Katablepharis,36.75399,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Korshikoviella,1.242953,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Lemmermannia,106.7336,Lake Pulse,6169.814628
04-624,CYANOBACTERIA,Limnothrix,20.44859,Lake Pulse,6169.814628
04-624,CHRYSOPHYTES,Mallomonas,41.05755,Lake Pulse,6169.814628
04-624,CYANOBACTERIA,Merismopedia,87.46115,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Messastrum,1.389969,Lake Pulse,6169.814628
04-624,CYANOBACTERIA,Microcystis,171.0731,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Monoraphidium,40.990734,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Mucidosphaerium,138.5692,Lake Pulse,6169.814628
04-624,CHRYSOPHYTES,Ochromonas,40.2556464,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Oocystis,0.3207621,Lake Pulse,6169.814628
04-624,CRYPTOPHYTES,Rhodomonas,23.52256,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Sphaerocystis,18.3369,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Tetradesmus,0.3742225,Lake Pulse,6169.814628
04-624,GREEN ALGAE,Treubaria,20.20802,Lake Pulse,6169.814628
04-624,CHRYSOPHYTES,Uroglena,869.0649,Lake Pulse,6169.814628
04-624,DIATOMS,Urosolenia,2.526002,Lake Pulse,6169.814628
06-036,CYANOBACTERIA,Aphanocapsa,0.5346035,Lake Pulse,193.4016307
06-036,DIATOMS,Asterionella,4.08407,Lake Pulse,193.4016307
06-036,DINOFLAGELLATES,Biecheleria,2.646288,Lake Pulse,193.4016307
06-036,GREEN ALGAE,Chlamydomonas,0.1663211,Lake Pulse,193.4016307
06-036,CRYPTOPHYTES,Cryptomonas,82.02007,Lake Pulse,193.4016307
06-036,CHRYSOPHYTES,Dinobryon,2.227514,Lake Pulse,193.4016307
06-036,CHRYSOPHYTES,Epipyxis,0.08316056,Lake Pulse,193.4016307
06-036,DIATOMS,Frustulia,5.67232,Lake Pulse,193.4016307
06-036,GREEN ALGAE,Gloeocystis,1.48501,Lake Pulse,193.4016307
06-036,DINOFLAGELLATES,Gymnodinium,57.02438,Lake Pulse,193.4016307
06-036,GREEN ALGAE,Monoraphidium,0.2673018,Lake Pulse,193.4016307
06-036,CHRYSOPHYTES,Ochromonas,13.246291,Lake Pulse,193.4016307
06-036,GREEN ALGAE,Oocystis,21.0039814,Lake Pulse,193.4016307
06-036,CYANOBACTERIA,Synechococcus,0.05346036,Lake Pulse,193.4016307
06-036,CHRYSOPHYTES,Uroglena,2.886859,Lake Pulse,193.4016307
06-066,CYANOBACTERIA,Aphanocapsa,0.8910059,Lake Pulse,303.5692785
06-066,CHRYSOPHYTES,Bitrichia,0.3991707,Lake Pulse,303.5692785
06-066,GREEN ALGAE,Chlamydomonas,0.4276828,Lake Pulse,303.5692785
06-066,GREEN ALGAE,Chlorolobion,0.156817,Lake Pulse,303.5692785
06-066,CHRYSOPHYTES,Chromulina,1.026439,Lake Pulse,303.5692785
06-066,OTHER,Chrysochromulina,0.04276828,Lake Pulse,303.5692785
06-066,CHRYSOPHYTES,Chrysosphaerella,13.68585,Lake Pulse,303.5692785
06-066,CRYPTOPHYTES,Cryptomonas,63.99561,Lake Pulse,303.5692785
06-066,DIATOMS,Cyclotella,12.680796,Lake Pulse,303.5692785
06-066,CHRYSOPHYTES,Dinobryon,30.0447173,Lake Pulse,303.5692785
06-066,EUGLENOIDS,Euglena,18.2478,Lake Pulse,303.5692785
06-066,GREEN ALGAE,Gloeocystis,2.227515,Lake Pulse,303.5692785
06-066,DINOFLAGELLATES,Gymnodinium,9.63712,Lake Pulse,303.5692785
06-066,CRYPTOPHYTES,Katablepharis,0.5702438,Lake Pulse,303.5692785
06-066,GREEN ALGAE,Korshikoviella,0.8553657,Lake Pulse,303.5692785
06-066,CYANOBACTERIA,Limnococcus,1.539658,Lake Pulse,303.5692785
06-066,CYANOBACTERIA,Limnothrix,1.069207,Lake Pulse,303.5692785
06-066,CYANOBACTERIA,Merismopedia,14.14205,Lake Pulse,303.5692785
06-066,CHRYSOPHYTES,Ochromonas,41.064684,Lake Pulse,303.5692785
06-066,GREEN ALGAE,Oocystis,14.9689,Lake Pulse,303.5692785
06-066,CRYPTOPHYTES,Rhodomonas,24.50266,Lake Pulse,303.5692785
06-066,CHRYSOPHYTES,Uroglena,5.773718,Lake Pulse,303.5692785
06-066,GREEN ALGAE,Willea,45.6195,Lake Pulse,303.5692785
06-071,CYANOBACTERIA,Aphanocapsa,42.19805,Lake Pulse,201.62038
06-071,GREEN ALGAE,Chlamydomonas,0.1995853,Lake Pulse,201.62038
06-071,GREEN ALGAE,Chlorolobion,0.1853292,Lake Pulse,201.62038
06-071,CHRYSOPHYTES,Chromulina,1.746372,Lake Pulse,201.62038
06-071,CRYPTOPHYTES,Cryptomonas,40.82945,Lake Pulse,201.62038
06-071,DIATOMS,Cyclotella,2.8440911,Lake Pulse,201.62038
06-071,CRYPTOPHYTES,Katablepharis,1.960213,Lake Pulse,201.62038
06-071,CHRYSOPHYTES,Mallomonas,2.437792,Lake Pulse,201.62038
06-071,CYANOBACTERIA,Merismopedia,69.85486,Lake Pulse,201.62038
06-071,CHRYSOPHYTES,Ochromonas,16.6796264,Lake Pulse,201.62038
06-071,GREEN ALGAE,Oocystis,1.026439,Lake Pulse,201.62038
06-071,GREEN ALGAE,Quadrigula,1.732116,Lake Pulse,201.62038
06-071,CYANOBACTERIA,Rhabdoderma,7.185072,Lake Pulse,201.62038
06-071,CRYPTOPHYTES,Rhodomonas,5.880639,Lake Pulse,201.62038
06-071,OTHER,Stichogloea,6.860745,Lake Pulse,201.62038
06-080,CYANOBACTERIA,Aphanocapsa,75.290001,Lake Pulse,257.1140129
06-080,CYANOBACTERIA,Aphanothece,1.603811,Lake Pulse,257.1140129
06-080,DIATOMS,Asterionella,12.25221,Lake Pulse,257.1140129
06-080,DIATOMS,Aulacoseira,8.553657,Lake Pulse,257.1140129
06-080,DINOFLAGELLATES,Biecheleria,2.182964,Lake Pulse,257.1140129
06-080,CHRYSOPHYTES,Bitrichia,0.5702438,Lake Pulse,257.1140129
06-080,GREEN ALGAE,Chlamydocapsa,1.140488,Lake Pulse,257.1140129
06-080,GREEN ALGAE,Chlorolobion,0.4633231,Lake Pulse,257.1140129
06-080,CHRYSOPHYTES,Chrysosphaerella,3.421463,Lake Pulse,257.1140129
06-080,CRYPTOPHYTES,Cryptomonas,16.42124,Lake Pulse,257.1140129
06-080,DIATOMS,Cyclotella,23.38891,Lake Pulse,257.1140129
06-080,CHRYSOPHYTES,Dinobryon,4.9450829,Lake Pulse,257.1140129
06-080,GREEN ALGAE,Elakatothrix,0.9266461,Lake Pulse,257.1140129
06-080,CRYPTOPHYTES,Katablepharis,0.7840852,Lake Pulse,257.1140129
06-080,GREEN ALGAE,Lemmermannia,4.455029,Lake Pulse,257.1140129
06-080,CYANOBACTERIA,Limnothrix,3.341272,Lake Pulse,257.1140129
06-080,CYANOBACTERIA,Merismopedia,10.40695,Lake Pulse,257.1140129
06-080,GREEN ALGAE,Monoraphidium,0.8910059,Lake Pulse,257.1140129
06-080,CHRYSOPHYTES,Ochromonas,25.9817321,Lake Pulse,257.1140129
06-080,GREEN ALGAE,Oocystis,13.7571323,Lake Pulse,257.1140129
06-080,OTHER,Pedinella,4.56195,Lake Pulse,257.1140129
06-080,CYANOBACTERIA,Planktothrix,13.36509,Lake Pulse,257.1140129
06-080,CRYPTOPHYTES,Rhodomonas,3.136341,Lake Pulse,257.1140129
06-080,GREEN ALGAE,Sphaerocystis,2.227515,Lake Pulse,257.1140129
06-080,GREEN ALGAE,Spondylosium,4.900532,Lake Pulse,257.1140129
06-080,GREEN ALGAE,Tetradesmus,0.6949846,Lake Pulse,257.1140129
06-080,GREEN ALGAE,Tetraedron,5.929644,Lake Pulse,257.1140129
06-080,CHRYSOPHYTES,Uroglena,10.10401,Lake Pulse,257.1140129
06-080,DIATOMS,Urosolenia,1.4166999,Lake Pulse,257.1140129
06-083,CYANOBACTERIA,Aphanocapsa,514.652157,Lake Pulse,9847.760809
06-083,CYANOBACTERIA,Chroococcus,620.1401,Lake Pulse,9847.760809
06-083,CRYPTOPHYTES,Cryptomonas,20.52878,Lake Pulse,9847.760809
06-083,DIATOMS,Cyclotella,64.92225,Lake Pulse,9847.760809
06-083,CHRYSOPHYTES,Dinobryon,13.83554,Lake Pulse,9847.760809
06-083,CYANOBACTERIA,Dolichospermum,9.237949,Lake Pulse,9847.760809
