ID_lakepulse,bottle,date,comments,Comment_CP,genus ,species,division,tow length (m),net radius (cm),tow volume filtered (L),total sample volume (ml),aliquot (ml) ,count factor,#individuals counted,# / L  ,biomass factor (µg/ind),species biomass (µg d.w./L) ,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
 10-417 ,Zoop1,na,High algae.,na,Daphnia,similis,Cladocera,2.5,10,78.54,110,0.7,2.00,25,50.020,23.525,1176.709,0.72,0.86,1.11,1.09,1.88,1.79,1.19,1.07,1.41,0.97
 10-417 ,Zoop1,na,High algae.,na,ostracod,,Ostracoda,2.5,10,78.54,110,0.7,2.00,2,4.002,0.028,0.114,0.15,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 10-417 ,Zoop1,na,High algae.,na,Acanthocyclops,robustus,Copepoda,2.5,10,78.54,110,0.7,2.00,6,12.005,2.952,35.440,0.64,0.75,0.67,0.71,0.73,0.68,0.00,0.00,0.00,0.00
 10-417 ,Zoop1,na,High algae.,na,calanoid,copepodid,Copepoda,2.5,10,78.54,110,0.7,2.00,179,358.143,3.092,1107.254,0.64,0.64,0.80,0.88,0.72,0.86,0.94,0.90,0.79,0.83
 10-417 ,Zoop1,na,High algae.,na,cyclopoid,copepodid,Copepoda,2.5,10,78.54,110,0.7,2.00,6,12.005,1.028,12.337,0.59,0.67,0.48,0.37,0.36,0.36,0.00,0.00,0.00,0.00
 10-417 ,Zoop1,na,High algae.,na,Diacyclops,thomasi,Copepoda,2.5,10,78.54,110,0.7,2.00,1,2.001,1.161,2.323,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 10-417 ,Zoop1,na,High algae.,na,Leptodiaptomus,sicilis,Copepoda,2.5,10,78.54,110,0.7,2.00,25,50.020,7.031,351.698,1.51,1.59,1.37,1.42,1.42,1.51,1.49,1.41,1.39,1.29
 10-417 ,Zoop1,na,High algae.,na,Leptodiaptomus,siciloides,Copepoda,2.5,10,78.54,110,0.7,2.00,23,46.018,5.611,258.200,1.21,1.23,1.45,1.40,1.27,1.24,1.39,1.41,1.24,1.31
 04-609 ,Zoop1,na,na,,Bosmina,longirostris,Cladocera,2.5,10,78.54,111,80.0,0.02,203,3.586,0.621,2.227,0.20,0.31,0.32,0.24,0.28,0.32,0.28,0.28,0.31,0.29
 04-609 ,Zoop1,na,na,,Ceriodaphnia,spp.,Cladocera,2.5,10,78.54,111,80.0,0.02,4,0.071,0.501,0.035,0.32,0.34,0.34,0.32,0.00,0.00,0.00,0.00,0.00,0.00
 04-609 ,Zoop1,na,na,,Chydorus ,sphaericus,Cladocera,2.5,10,78.54,111,80.0,0.02,1,0.018,0.260,0.005,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-609 ,Zoop1,na,na,,Daphnia,spp.,Cladocera,2.5,10,78.54,111,80.0,0.02,1,0.018,2.190,0.039,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-609 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,2.5,10,78.54,111,80.0,0.02,127,2.244,1.570,3.523,0.47,0.51,0.55,0.57,0.51,0.49,0.53,0.62,0.59,0.57
 04-609 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,2.5,10,78.54,111,80.0,0.02,122,2.155,0.535,1.153,0.42,0.38,0.38,0.45,0.42,0.41,0.39,0.44,0.42,0.45
 04-609 ,Zoop1,na,na,,Epischura,nevadensis,Copepoda,2.5,10,78.54,111,80.0,0.02,1,0.018,6.639,0.117,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-609 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,2.5,10,78.54,111,80.0,0.02,1,0.018,4.732,0.084,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 10-445 ,Zoop1+Zoop2,na,High algae.,na,Ceriodaphnia,lacustris,Cladocera,2.7,10,84.82,222,2.2,1.19,7,8.327,2.027,16.880,0.47,0.48,0.42,0.64,0.30,0.59,0.51,0.00,0.00,0.00
 10-445 ,Zoop1+Zoop2,na,High algae.,na,Daphnia,pulicaria,Cladocera,2.7,10,84.82,222,2.2,1.19,201,239.118,39.064,9340.933,2.11,2.03,1.06,0.89,1.66,1.07,1.32,1.60,1.04,1.93
 10-445 ,Zoop1+Zoop2,na,High algae.,na,cyclopoid,copepodid,Copepoda,2.7,10,84.82,222,2.2,1.19,5,5.948,1.371,8.158,0.67,0.47,0.31,0.30,0.71,0.00,0.00,0.00,0.00,0.00
 10-445 ,Zoop1+Zoop2,na,High algae.,na,Chaoborus,spp.,Large Taxa Scan,2.7,10,84.82,222,222.0,0.01,53,0.625,,,,,,,,,,,,
 09-411 ,Zoop1,na,na,na,Bosmina,longirostris,Cladocera,2.8,10,87.96,114,1.0,1.30,206,266.970,0.592,158.030,0.21,0.27,0.35,0.40,0.22,0.24,0.23,0.30,0.27,0.22
 09-411 ,Zoop1,na,na,na,Ceriodaphnia,spp.,Cladocera,2.8,10,87.96,114,1.0,1.30,5,6.480,1.607,10.412,0.50,0.50,0.40,0.45,0.51,0.00,0.00,0.00,0.00,0.00
 09-411 ,Zoop1,na,na,na,Chydorus ,sphaericus,Cladocera,2.8,10,87.96,114,1.0,1.30,6,7.776,0.922,7.167,0.35,0.20,0.25,0.32,0.28,0.22,0.00,0.00,0.00,0.00
 09-411 ,Zoop1,na,na,na,Daphnia,pulicaria,Cladocera,2.8,10,87.96,114,1.0,1.30,10,12.960,10.897,141.218,0.62,0.75,0.89,1.07,0.79,1.24,0.61,0.87,1.32,1.04
 09-411 ,Zoop1,na,na,na,Diaphanosoma,brachyurum,Cladocera,2.8,10,87.96,114,1.0,1.30,90,116.638,4.255,496.241,1.09,0.53,1.12,1.16,0.99,1.14,0.99,1.19,0.99,1.07
 09-411 ,Zoop1,na,na,na,calanoid,copepodid,Copepoda,2.8,10,87.96,114,1.0,1.30,91,117.934,2.606,307.329,0.54,0.65,0.72,0.74,0.59,0.82,0.89,0.87,0.71,0.69
 09-411 ,Zoop1,na,na,na,cyclopoid,copepodid,Copepoda,2.8,10,87.96,114,1.0,1.30,117,151.629,2.174,329.706,0.52,0.55,0.66,0.48,0.70,0.66,0.55,0.81,0.69,0.57
 09-411 ,Zoop1,na,na,na,Diacyclops,thomasi,Copepoda,2.8,10,87.96,114,1.0,1.30,20,25.919,1.608,41.675,0.90,0.81,0.77,0.84,0.95,0.77,0.95,0.99,0.79,0.89
 09-411 ,Zoop1,na,na,na,Mesocyclops,edax,Copepoda,2.8,10,87.96,114,1.0,1.30,2,2.592,31.764,82.332,1.47,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 10-283 ,Zoop1,na,High algae.,na,Bosmina,longirostris,Cladocera,2.8,10,87.96,120,1.7,0.80,1,0.802,0.319,0.256,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 10-283 ,Zoop1,na,High algae.,na,Daphnia,pulicaria,Cladocera,2.8,10,87.96,120,1.7,0.80,61,48.950,14.374,703.612,1.09,0.89,1.29,0.89,0.84,0.75,1.29,0.87,1.53,0.79
 10-283 ,Zoop1,na,High algae.,na,Diaphanosoma,brachyurum,Cladocera,2.8,10,87.96,120,1.7,0.80,245,196.603,3.229,634.770,0.93,0.74,0.89,1.14,0.79,1.24,0.89,0.71,1.14,0.82
 10-283 ,Zoop1,na,High algae.,na,Acanthocyclops,robustus,Copepoda,2.8,10,87.96,120,1.7,0.80,12,9.630,7.671,73.871,0.89,0.94,1.19,0.77,1.21,0.81,0.85,0.69,0.77,0.97
 10-283 ,Zoop1,na,High algae.,na,calanoid,copepodid,Copepoda,2.8,10,87.96,120,1.7,0.80,175,140.431,1.580,221.944,0.69,0.42,0.40,0.54,0.69,0.59,0.48,0.64,0.50,0.45
 10-283 ,Zoop1,na,High algae.,na,cyclopoid,copepodid,Copepoda,2.8,10,87.96,120,1.7,0.80,26,20.864,1.648,34.392,0.51,0.67,0.69,0.40,0.54,0.59,0.64,0.63,0.48,0.54
 10-283 ,Zoop1,na,High algae.,na,Diacyclops,thomasi,Copepoda,2.8,10,87.96,120,1.7,0.80,10,8.025,1.950,15.651,0.89,1.02,0.81,1.07,0.89,0.87,0.99,0.79,0.84,1.11
 10-283 ,Zoop1,na,High algae.,na,Leptodiaptomus,sicilis,Copepoda,2.8,10,87.96,120,1.7,0.80,105,84.258,7.561,637.067,1.41,1.58,1.56,1.46,1.51,1.58,1.33,1.41,1.51,1.47
 10-283 ,Zoop1,na,High algae.,na,Leptodiaptomus,siciloides,Copepoda,2.8,10,87.96,120,1.7,0.80,20,16.049,3.119,50.058,1.27,1.19,1.07,0.97,0.86,0.84,1.09,0.95,0.91,1.09
 10-354 ,Zoop1,na,High algae.,na,Bosmina,longirostris,Cladocera,2.8,10,87.96,112,0.9,1.41,7,9.903,0.277,2.740,0.20,0.22,0.20,0.23,0.18,0.20,0.22,0.00,0.00,0.00
 10-354 ,Zoop1,na,High algae.,na,Daphnia,pulicaria,Cladocera,2.8,10,87.96,112,0.9,1.41,20,28.294,26.629,753.443,1.98,1.78,1.49,1.41,0.91,1.09,0.94,0.99,1.19,1.00
 10-354 ,Zoop1,na,High algae.,na,Daphnia,spp.,Cladocera,2.8,10,87.96,112,0.9,1.41,5,7.074,3.653,25.842,0.64,0.62,0.69,0.64,0.57,0.00,0.00,0.00,0.00,0.00
 10-354 ,Zoop1,na,High algae.,na,Diaphanosoma,brachyurum,Cladocera,2.8,10,87.96,112,0.9,1.41,5,7.074,1.813,12.827,0.61,0.99,0.79,0.48,0.89,0.00,0.00,0.00,0.00,0.00
 10-354 ,Zoop1,na,High algae.,na,Acanthocyclops,robustus,Copepoda,2.8,10,87.96,112,0.9,1.41,3,4.244,7.489,31.784,1.09,0.86,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 10-354 ,Zoop1,na,High algae.,na,calanoid,copepodid,Copepoda,2.8,10,87.96,112,0.9,1.41,114,161.277,3.028,488.307,0.77,0.79,0.81,0.80,0.54,0.81,0.84,0.82,0.97,0.75
 10-354 ,Zoop1,na,High algae.,na,cyclopoid,copepodid,Copepoda,2.8,10,87.96,112,0.9,1.41,209,295.674,0.779,230.404,0.46,0.52,0.59,0.36,0.59,0.42,0.35,0.38,0.43,0.35
 10-354 ,Zoop1,na,High algae.,na,Diacyclops,thomasi,Copepoda,2.8,10,87.96,112,0.9,1.41,15,21.221,2.952,62.644,1.24,0.79,0.94,0.99,0.91,0.94,1.14,1.36,1.29,1.14
 10-354 ,Zoop1,na,High algae.,na,Leptodiaptomus,sicilis,Copepoda,2.8,10,87.96,112,0.9,1.41,40,56.588,5.437,307.674,1.10,1.49,1.31,1.14,1.34,1.45,1.14,1.31,1.44,1.20
 10-354 ,Zoop1,na,High algae.,na,Mesocyclops,edax,Copepoda,2.8,10,87.96,112,0.9,1.41,1,1.415,2.300,3.253,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 10-358 ,Zoop1,na,High algae.,na,Bosmina,longirostris,Cladocera,2.8,10,87.96,116,5.0,0.26,153,40.353,0.939,37.898,0.39,0.29,0.27,0.33,0.34,0.36,0.43,0.35,0.25,0.30
 10-358 ,Zoop1,na,High algae.,na,Ceriodaphnia,spp.,Cladocera,2.8,10,87.96,116,5.0,0.26,53,13.978,1.251,17.493,0.30,0.37,0.49,0.40,0.59,0.43,0.47,0.50,0.35,0.30
 10-358 ,Zoop1,na,High algae.,na,Daphnia,galeata mendotae,Cladocera,2.8,10,87.96,116,5.0,0.26,225,59.342,3.971,235.655,1.11,1.05,1.02,0.99,0.67,1.04,0.89,0.66,0.71,1.12
 10-358 ,Zoop1,na,High algae.,na,calanoid,copepodid,Copepoda,2.8,10,87.96,116,5.0,0.26,145,38.243,2.522,96.437,0.56,0.85,0.73,0.81,0.76,0.64,0.60,0.81,0.74,0.59
 10-358 ,Zoop1,na,High algae.,na,cyclopoid,copepodid,Copepoda,2.8,10,87.96,116,5.0,0.26,87,22.946,2.017,46.281,0.69,0.52,0.54,0.56,0.54,0.72,0.71,0.69,0.54,0.58
 10-358 ,Zoop1,na,High algae.,na,Diacyclops,thomasi,Copepoda,2.8,10,87.96,116,5.0,0.26,42,11.077,1.641,18.176,0.94,0.79,1.04,0.83,0.97,0.79,0.79,0.77,0.81,0.97
 10-358 ,Zoop1,na,High algae.,na,Leptodiaptomus,siciloides,Copepoda,2.8,10,87.96,116,5.0,0.26,13,3.429,3.376,11.574,1.12,1.04,0.97,1.08,1.11,1.04,1.13,1.10,0.99,1.11
 10-358 ,Zoop1,na,High algae.,na,Mesocyclops,edax,Copepoda,2.8,10,87.96,116,5.0,0.26,34,8.967,11.963,107.272,1.46,0.89,0.85,0.89,1.29,1.52,0.82,1.22,1.51,0.89
 10-358 ,Zoop1,na,High algae.,na,Skistodiaptomus,oregonensis,Copepoda,2.8,10,87.96,116,5.0,0.26,39,10.286,5.248,53.985,1.08,1.15,1.01,1.10,1.05,1.19,1.15,1.11,1.06,1.05
 10-358 ,Zoop1,na,High algae.,na,Chaoborus,spp.,Utermöhl Chamber,2.8,10,87.96,116,5.0,0.26,1,0.264,,,,,,,,,,,,
 10-422 ,Zoop1+Zoop2,na,High algae.,na,Chydorus ,sphaericus,Cladocera,3,10,94.25,250,1.2,2.65,4,8.842,0.547,4.841,0.26,0.20,0.28,0.22,0.00,0.00,0.00,0.00,0.00,0.00
 10-422 ,Zoop1+Zoop2,na,High algae.,na,Daphnia,pulicaria,Cladocera,3,10,94.25,250,1.2,2.65,20,44.210,11.163,493.491,0.99,0.99,0.94,0.89,0.84,1.04,0.99,1.04,0.89,1.09
 10-422 ,Zoop1+Zoop2,na,High algae.,na,Daphnia,magna,Cladocera,3,10,94.25,250,1.2,2.65,19,41.999,21.025,883.018,1.34,1.02,1.88,1.04,1.24,1.95,1.02,1.25,2.06,1.78
 10-422 ,Zoop1+Zoop2,na,High algae.,na,Daphnia,spp.,Cladocera,3,10,94.25,250,1.2,2.65,39,86.209,5.083,438.182,0.59,0.70,0.74,0.94,0.59,0.72,0.64,0.82,0.64,0.70
 10-422 ,Zoop1+Zoop2,na,High algae.,na,Diaphanosoma,birgei,Cladocera,3,10,94.25,250,1.2,2.65,7,15.473,2.325,35.981,0.60,1.02,1.09,1.02,0.59,0.66,0.71,0.00,0.00,0.00
 10-422 ,Zoop1+Zoop2,na,High algae.,na,Acanthocyclops,robustus,Copepoda,3,10,94.25,250,1.2,2.65,5,11.052,10.479,115.818,0.84,1.30,0.76,0.81,1.21,0.00,0.00,0.00,0.00,0.00
 10-422 ,Zoop1+Zoop2,na,High algae.,na,cyclopoid,copepodid,Copepoda,3,10,94.25,250,1.2,2.65,216,477.464,2.127,1015.651,0.92,0.62,0.59,0.69,0.54,0.48,0.45,0.66,0.50,0.54
 10-422 ,Zoop1+Zoop2,na,High algae.,na,Diacyclops,thomasi,Copepoda,3,10,94.25,250,1.2,2.65,26,57.472,2.131,122.499,1.19,0.91,0.87,0.94,0.85,0.87,0.94,0.91,0.89,1.20
 07-057 ,Zoop1,14-Jul-2017,Low abundance. Unable to meet tally.,Remove from analysis,Alona,guttata,Cladocera,3,10,94.25,120,120.0,0.01,5,0.053,0.342,0.018,0.28,0.22,0.22,0.37,0.23,0.00,0.00,0.00,0.00,0.00
 07-057 ,Zoop1,14-Jul-2017,Low abundance. Unable to meet tally.,Remove from analysis,Bosmina,longirostris,Cladocera,3,10,94.25,120,120.0,0.01,22,0.233,0.525,0.123,0.23,0.18,0.28,0.24,0.33,0.32,0.25,0.19,0.22,0.35
 07-057 ,Zoop1,14-Jul-2017,Low abundance. Unable to meet tally.,Remove from analysis,Chydorus ,sphaericus,Cladocera,3,10,94.25,120,120.0,0.01,5,0.053,0.507,0.027,0.17,0.22,0.32,0.22,0.19,0.00,0.00,0.00,0.00,0.00
 07-057 ,Zoop1,14-Jul-2017,Low abundance. Unable to meet tally.,Remove from analysis,Diaphanosoma,brachyurum,Cladocera,3,10,94.25,120,120.0,0.01,4,0.042,0.340,0.014,0.50,0.52,0.40,0.39,0.00,0.00,0.00,0.00,0.00,0.00
 07-057 ,Zoop1,14-Jul-2017,Low abundance. Unable to meet tally.,Remove from analysis,cyclopoid,copepodid,Copepoda,3,10,94.25,120,120.0,0.01,14,0.149,0.352,0.052,0.35,0.28,0.34,0.40,0.38,0.42,0.36,0.38,0.41,0.29
 07-057 ,Zoop1,14-Jul-2017,Low abundance. Unable to meet tally.,Remove from analysis,Tropocyclops,prasinus,Copepoda,3,10,94.25,120,120.0,0.01,4,0.042,1.377,0.058,0.66,0.57,0.64,0.55,0.00,0.00,0.00,0.00,0.00,0.00
 07-057 ,Zoop1,14-Jul-2017,Low abundance. Unable to meet tally.,Remove from analysis,Hydracarina,,Utermohl Chamber,3,10,94.25,120,120.0,0.01,2,0.021,,,,,,,,,,,,
 08-195 ,Zoop1,27-Jul-2017,NA,,Bosmina,longirostris,Cladocera,3,10,94.25,116,10.0,0.12,21,2.585,0.763,1.972,0.30,0.33,0.38,0.24,0.32,0.29,0.37,0.34,0.26,0.21
 08-195 ,Zoop1,27-Jul-2017,NA,,Ceriodaphnia,spp.,Cladocera,3,10,94.25,116,10.0,0.12,141,17.354,1.425,24.730,0.39,0.40,0.35,0.46,0.54,0.40,0.39,0.54,0.56,0.40
 08-195 ,Zoop1,27-Jul-2017,NA,,Diaphanosoma,brachyurum,Cladocera,3,10,94.25,116,10.0,0.12,203,24.985,0.372,9.292,0.50,0.36,0.59,0.35,0.36,0.54,0.55,0.45,0.48,0.40
 08-195 ,Zoop1,27-Jul-2017,NA,,Eubosmina,longispina,Cladocera,3,10,94.25,116,10.0,0.12,35,4.308,0.472,2.034,0.21,0.22,0.20,0.17,0.22,0.40,0.23,0.24,0.26,0.30
 08-195 ,Zoop1,27-Jul-2017,NA,,ostracod,,Ostracoda,3,10,94.25,116,10.0,0.12,1,0.123,0.088,0.011,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 08-195 ,Zoop1,27-Jul-2017,NA,,cyclopoid,copepodid,Copepoda,3,10,94.25,116,10.0,0.12,133,16.370,1.168,19.123,0.45,0.59,0.35,0.32,0.65,0.42,0.79,0.35,0.46,0.40
 08-195 ,Zoop1,27-Jul-2017,NA,,Skistodiaptomus,reighardi copepodid,Copepoda,3,10,94.25,116,10.0,0.12,39,4.800,1.994,9.571,0.50,0.42,0.88,0.66,0.79,0.50,0.42,0.54,0.60,0.48
 08-195 ,Zoop1,27-Jul-2017,NA,,Skistodiaptomus,reighardi ,Copepoda,3,10,94.25,116,10.0,0.12,4,0.492,6.302,3.102,1.26,1.29,1.23,1.09,0.00,0.00,0.00,0.00,0.00,0.00
 10-350 ,Zoop1,na,na,na,Daphnia,pulicaria,Cladocera,3,10,94.25,128,2.0,0.68,19,12.902,41.713,538.188,1.27,1.18,1.52,2.00,1.59,1.82,1.70,1.22,1.80,1.63
 10-350 ,Zoop1,na,na,na,Daphnia,spp.,Cladocera,3,10,94.25,128,2.0,0.68,10,6.791,9.157,62.185,0.83,1.07,1.00,0.85,0.88,0.79,1.16,0.89,0.64,0.72
 10-350 ,Zoop1,na,na,na,calanoid,copepodid,Copepoda,3,10,94.25,128,2.0,0.68,249,169.086,1.882,318.180,0.57,0.73,0.73,0.59,0.86,0.70,0.36,0.48,0.40,0.48
 10-350 ,Zoop1,na,na,na,Hesperodiaptomus,spp.,Copepoda,3,10,94.25,128,2.0,0.68,1,0.679,67.852,46.075,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 10-350 ,Zoop1,na,na,na,Leptodiaptomus,sicilis,Copepoda,3,10,94.25,128,2.0,0.68,46,31.237,11.642,363.651,1.78,1.80,1.87,1.70,1.14,1.74,1.80,2.00,1.86,1.81
 10-350 ,Zoop1,na,na,na,Hydracarina,,Large Taxa Scan,3,10,94.25,128,128.0,0.01,2,0.021,,,,,,,,,,,,
 18-555 ,Zoop1,na,High algae.,,Daphnia,pulicaria,Cladocera,3,10,94.25,117,15.0,0.08,97,8.028,39.445,316.658,2.08,1.27,0.96,2.31,1.36,1.21,1.02,2.04,1.19,1.14
 18-555 ,Zoop1,na,High algae.,,Daphnia,spp.,Cladocera,3,10,94.25,117,15.0,0.08,48,3.972,4.039,16.045,0.67,0.53,0.80,0.66,0.67,0.72,0.72,0.55,0.62,0.57
 18-555 ,Zoop1,na,High algae.,,calanoid,copepodid,Copepoda,3,10,94.25,117,15.0,0.08,200,16.552,1.995,33.024,0.62,0.64,0.62,0.57,0.59,0.81,0.65,0.58,0.50,0.61
 18-555 ,Zoop1,na,High algae.,,cyclopoid,copepodid,Copepoda,3,10,94.25,117,15.0,0.08,24,1.986,0.572,1.137,0.33,0.45,0.48,0.27,0.35,0.43,0.45,0.41,0.46,0.50
 18-555 ,Zoop1,na,High algae.,,Amphipoda,,Large Taxa Scan,3,10,94.25,117,117.0,0.01,46,0.488,,,,,,,,,,,,
 18-555 ,Zoop1,na,High algae.,,Chaoborus,spp.,Large Taxa Scan,3,10,94.25,117,117.0,0.01,2,0.021,,,,,,,,,,,,
 09-454 ,Zoop1+Zoop2,na,High algae.,na,Bosmina,longirostris,Cladocera,3.1,10,97.39,245,1.6,1.57,1,1.572,0.440,0.692,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-454 ,Zoop1+Zoop2,na,High algae.,na,Chydorus ,sphaericus,Cladocera,3.1,10,97.39,245,1.6,1.57,219,344.332,0.446,153.593,0.20,0.29,0.21,0.20,0.18,0.21,0.22,0.20,0.30,0.22
 09-454 ,Zoop1+Zoop2,na,High algae.,na,Daphnia,pulicaria,Cladocera,3.1,10,97.39,245,1.6,1.57,24,37.735,56.391,2127.921,1.88,1.32,1.98,2.08,1.02,1.68,2.08,1.70,2.03,1.80
 09-454 ,Zoop1+Zoop2,na,High algae.,na,Daphnia,spp.,Cladocera,3.1,10,97.39,245,1.6,1.57,4,6.289,4.943,31.090,0.64,0.79,0.78,0.61,0.00,0.00,0.00,0.00,0.00,0.00
 09-454 ,Zoop1+Zoop2,na,High algae.,na,Diaphanosoma,birgei,Cladocera,3.1,10,97.39,245,1.6,1.57,52,81.759,3.619,295.850,1.29,0.62,1.20,0.52,1.14,0.84,0.89,0.64,1.34,0.63
 09-454 ,Zoop1+Zoop2,na,High algae.,na,calanoid,copepodid,Copepoda,3.1,10,97.39,245,1.6,1.57,5,7.861,2.889,22.713,0.89,0.59,0.90,0.66,0.79,0.00,0.00,0.00,0.00,0.00
 09-454 ,Zoop1+Zoop2,na,High algae.,na,cyclopoid,copepodid,Copepoda,3.1,10,97.39,245,1.6,1.57,24,37.735,4.404,166.173,0.84,1.16,0.81,0.69,0.85,0.33,0.64,0.62,0.86,0.42
 09-454 ,Zoop1+Zoop2,na,High algae.,na,Diacyclops,thomasi,Copepoda,3.1,10,97.39,245,1.6,1.57,8,12.578,1.970,24.781,0.99,0.94,1.09,0.79,0.96,0.84,0.97,0.90,0.00,0.00
 09-454 ,Zoop1+Zoop2,na,High algae.,na,Leptodiaptomus,siciloides,Copepoda,3.1,10,97.39,245,1.6,1.57,7,11.006,3.543,38.996,1.24,1.19,0.99,1.09,1.07,1.04,0.99,0.00,0.00,0.00
 09-454 ,Zoop1+Zoop2,na,High algae.,na,Mesocyclops,edax,Copepoda,3.1,10,97.39,245,1.6,1.57,7,11.006,14.447,159.007,1.30,0.94,1.14,1.24,1.28,1.44,1.49,0.00,0.00,0.00
 09-454 ,Zoop1+Zoop2,na,High algae.,na,Skistodiaptomus,spp.,Copepoda,3.1,10,97.39,245,1.6,1.57,2,3.145,5.532,17.394,1.14,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-286 ,Zoop1+Zoop2,na,High algae. ,Horizontal tow,Chydorus ,sphaericus,Cladocera,3.5,10,109.96,238,13.0,0.58,200,33.300,0.480,15.996,0.25,0.25,0.23,0.24,0.24,0.21,0.23,0.24,0.23,0.24
 09-286 ,Zoop1+Zoop2,na,High algae. ,Horizontal tow,Daphnia,pulicaria,Cladocera,3.5,10,109.96,238,13.0,0.58,49,8.159,12.334,100.625,1.08,0.57,1.14,1.19,1.01,0.98,0.99,1.01,0.97,1.00
 09-286 ,Zoop1+Zoop2,na,High algae. ,Horizontal tow,Diaphanosoma,birgei,Cladocera,3.5,10,109.96,238,13.0,0.58,3,0.500,4.307,2.152,1.15,0.97,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-286 ,Zoop1+Zoop2,na,High algae. ,Horizontal tow,Acanthocyclops,robustus,Copepoda,3.5,10,109.96,238,13.0,0.58,8,1.332,5.368,7.150,0.80,0.87,0.78,0.89,0.87,0.82,0.83,0.87,0.00,0.00
 09-286 ,Zoop1+Zoop2,na,High algae. ,Horizontal tow,calanoid,copepodid,Copepoda,3.5,10,109.96,238,13.0,0.58,11,1.832,1.289,2.362,0.43,0.45,0.48,0.61,0.50,0.42,0.48,0.53,0.49,0.47
 09-286 ,Zoop1+Zoop2,na,High algae. ,Horizontal tow,cyclopoid,copepodid,Copepoda,3.5,10,109.96,238,13.0,0.58,89,14.819,1.425,21.119,0.37,0.53,0.55,0.56,0.47,0.56,0.60,0.56,0.67,0.59
 09-286 ,Zoop1+Zoop2,na,High algae. ,Horizontal tow,Diacyclops,thomasi,Copepoda,3.5,10,109.96,238,13.0,0.58,3,0.500,3.805,1.901,1.28,1.15,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-286 ,Zoop1+Zoop2,na,High algae. ,Horizontal tow,Leptodiaptomus,sicilis,Copepoda,3.5,10,109.96,238,13.0,0.58,3,0.500,6.159,3.076,1.38,1.39,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-290 ,Zoop1,na,na,Horizontal tow,Bosmina,longirostris,Cladocera,3.5,10,109.96,120,10.0,0.38,13,1.419,0.638,0.905,0.24,0.28,0.39,0.23,0.25,0.29,0.27,0.38,0.23,0.25
 09-290 ,Zoop1,na,na,Horizontal tow,Daphnia,spp.,Cladocera,3.5,10,109.96,120,10.0,0.38,2,0.218,4.000,0.873,0.62,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-290 ,Zoop1,na,na,Horizontal tow,Diaphanosoma,brachyurum,Cladocera,3.5,10,109.96,120,10.0,0.38,83,9.058,2.476,22.429,0.46,1.09,0.97,0.76,0.96,0.52,0.91,0.89,1.14,0.50
 09-290 ,Zoop1,na,na,Horizontal tow,Acanthocyclops,robustus,Copepoda,3.5,10,109.96,120,10.0,0.38,7,0.764,4.152,3.172,0.76,0.78,0.79,0.79,0.74,0.81,0.77,0.00,0.00,0.00
 09-290 ,Zoop1,na,na,Horizontal tow,Acanthdiaptomus,denticornis,Copepoda,3.5,10,109.96,120,10.0,0.38,9,0.982,14.536,14.278,1.88,1.70,1.81,2.08,1.68,2.08,2.16,2.18,1.74,0.00
 09-290 ,Zoop1,na,na,Horizontal tow,calanoid,copepodid,Copepoda,3.5,10,109.96,120,10.0,0.38,19,2.074,3.033,6.289,0.94,0.59,0.84,0.47,1.14,0.43,0.74,1.16,0.43,0.91
 09-290 ,Zoop1,na,na,Horizontal tow,cyclopoid,copepodid,Copepoda,3.5,10,109.96,120,10.0,0.38,210,22.918,3.523,80.733,0.50,0.50,1.15,0.79,0.80,0.62,0.82,0.57,0.48,0.42
 09-290 ,Zoop1,na,na,Horizontal tow,Mesocyclops,edax,Copepoda,3.5,10,109.96,120,10.0,0.38,119,12.987,8.988,116.731,0.95,0.94,0.96,0.97,0.95,0.96,1.49,0.97,1.54,0.94
