Lake_ID,altitude,area,perimeter,latitude,longitude,lake_depth,secchi_bottom,Survey,secchi_depth,Sodium,Calcium,Magnesium,Chloride,Potassium,Sulfate,Temperature_up,Temperature_bottom,DO_up,DO_bottom,pH_up,pH_bottom,Conductivity,Chla,TP,TN,DOC,Colour,Stratification,Thermocline_m,Epilimnion_bot,Hypolimnion_top,wind_30d,t2m_30d,ssr_30d,tp_30d,degree_day_thr0,Biom_Cladocera_ugL,Biom_Copepoda_ugL,Biom_OTHER_ugL,Biom_CladOther_ugL,Biom_CopCal_ugL,Biom_CopCyc_ugL,Biom_CopOther_ugL,Biom_Daphnia_ugL,Ecoregion
04-618,224,0.79663,4456,61.890891,-116.542274,1.7,No,Lake Pulse,0.95,19.1265625,71.19790909,38.90236364,103.1315,7.137142857,207.52,15.730748,NA,9.928082,NA,8.65,NA,0.561967,6.924324,26.25,0.815950865,40.89,NA,mixed,NA,NA,NA,2.086570219,17.88306208,17704030.92,0.044035597,5244.353881,NA,NA,NA,NA,NA,NA,NA,NA,TAIGA
04-619,252,0.139027,1571.6,62.556145,-116.433386,0.65,Yes,Lake Pulse,NA,9.4765625,322.5779091,52.38236364,11.5215,2.687142857,878.7,14.30030879,NA,9.192717,NA,8.11,NA,1.31063567,2.026794155,10.94,0.550144865,32.295,19.61106132,mixed,NA,NA,NA,2.252180088,17.23463714,18037261.53,0.051696265,5123.156805,0.160005259,3.396673088,0,0.160005259,0,3.396673088,0,0,TAIGA
04-623,394,0.62639,3126.7,58.822968,-122.901342,1.2,No,Lake Pulse,0.55,11.6965625,45.65790909,12.10236364,33.8015,3.627142857,99.05,17.909286,NA,11.254273,NA,8.77,NA,0.316421,11.868896,77.77,1.134208365,30.4425,90.70062684,mixed,NA,NA,NA,1.490880948,16.56790018,16615938.23,0.116109238,5010.55617,18.60160651,93.5496231,0.004083449,18.12506996,84.91079178,8.638831315,0,0.476536548,TAIGA
04-624,481,0.193301,1814.4,58.623863,-122.693773,1.7,No,Lake Pulse,1.05,1.6465625,6.318909091,1.250363636,5.9315,0.197142857,20.58,18.042274,NA,8.427312,NA,7.37,NA,0.038842,14.050273,34.22,0.242768865,22.5375,179.4602202,mixed,NA,NA,NA,1.484587138,16.64753151,16808358.33,0.113373741,5035.993007,0.842492556,50.50629543,0,0.323867279,50.12768249,0.378612943,0,0.518625277,TAIGA
06-036,78,5.77445,24608.7,50.313788,-66.428761,66,No,Lake Pulse,1.45,0.613,0.6755,0.215,0.768571429,0.24,0.753235294,19.07875,4.638732,8.549146,10.242483,NA,NA,0.011441,3.716417,8.362236684,0.057250527,13.095,111.6884041,stratified,5.659374625,4.928160879,9.463096648,2.690322343,16.42719951,18603632.23,0.073261545,4204.993264,7.911976823,10.47904991,0,7.732782095,3.143743828,7.335306084,0,0.179194727,NORTHERN FORESTS
06-071,548,1.875561,16253.3,50.365341,-68.818863,15,No,Lake Pulse,3.2,0.3075,0.69,0.165,0.028571429,0.2565,0.338235294,16.682216,4.415894,8.958799,7.365731,6.15,5.65,0.006198,2.184995,8.711811667,0.025,5.1025,43.77940415,stratified,6.006400785,5.77779632,7.894729315,2.29631181,14.59932031,16102374.37,0.104729481,4176.432795,44.6939081,38.36313612,0,11.59846188,12.75288279,25.61025333,0,33.09544623,NORTHERN FORESTS
06-080,106,0.159765,1908.1,48.248292,-69.637829,11,No,Lake Pulse,5.75,5.8175,4.2235,0.51,8.42005291,0.418,2.153235294,20.8492895,8.505593,9.1961685,6.949047,7.13,7.13,0.0534835,1.4036155,6.410104837,0.069697027,4.005,12.56978349,stratified,5.561627763,4.118470366,8.648453762,3.299306212,16.26154895,18155904.41,0.039416421,4364.507136,26.71741652,11.07292613,0,10.76426863,4.654117902,6.418808224,0,15.95314789,NORTHERN FORESTS
06-083,249,0.272092,2990.7,47.534528,-70.232947,4,No,Lake Pulse,1.95,2.815,8.747,1.33,2.00005291,0.637,2.633235294,18.855858,17.935478,9.467316,8.916895,NA,NA,0.061256,4.113738,31.30553253,0.166618027,5.67,24.41998315,stratified,2.227774205,2.155585909,2.923149417,2.403778002,16.95367369,18214351.9,0.06137814,4926.103451,152.8687273,7.487649198,0,9.821746622,0,7.487649198,0,143.0469807,NORTHERN FORESTS
06-085,219,2.456499,6690.1,47.685661,-70.349677,11,No,Lake Pulse,1.25,5.0975,15.81,1.425,6.30005291,0.577,2.593235294,19.6163585,9.905991,10.027822,0.125496,NA,NA,0.101909,3.1627475,50.28266969,0.238261027,5.55,22.27697613,stratified,7.483635768,5.882342049,8.682299936,2.054101784,16.59250028,17658356.49,0.074713989,4938.181187,177.0363578,22.21385227,0,0,16.95004105,5.263811219,0,177.0363578,NORTHERN FORESTS
06-095,339,0.838487,10251.5,48.231271,-71.251055,7,No,Lake Pulse,2.25,11.07,10.49,1.25,18.01857143,0.39,3.083235294,18.873797,18.124569,8.789597,8.732337,7.78,NA,0.109993,2.219465,23.78771801,0.129149527,NA,20.65489818,stratified,5.300052252,4.753880684,5.65,2.32718674,16.02351328,13823317.21,0.138188977,5275.960208,26.09114485,31.65197536,0,10.25719568,20.47130091,11.18067445,0,15.83394917,NORTHERN FORESTS
06-096,152,3.570082,20542.8,46.948182,-71.392515,16,No,Lake Pulse,1.5,7.53,6.88,1.3,12.83857143,0.65,3.743235294,18.320929,7.994543,8.6532775,0.265099,7.12,6.22,0.0813485,7.3401995,53.54255132,0.202649027,14.695,46.40472662,stratified,3.823479057,3.597364549,8.854277582,2.132935369,17.63351622,15681136.26,0.151673242,5186.557584,57.5441414,33.79115157,0,13.49663185,8.788635409,25.00251617,0,44.04750954,NORTHERN FORESTS
06-100,167,0.115117,1384.1,48.721602,-71.671653,21,No,Lake Pulse,4.7,2.37,6.0715,0.685,1.568571429,0.8445,1.783235294,19.332171,4.266572,9.577768,NA,7.61,6.65,0.047042,0.768617,5.816371895,0.210770527,1.2825,4.623330479,stratified,5.311230107,4.220037524,7.535370175,2.333104835,16.5358824,14214329.09,0.129625264,5122.094143,1.034983039,2.981921465,0,1.034983039,0.663075113,2.318846352,0,0,NORTHERN FORESTS
06-101,528,14.184478,42664.1,50.418743,-71.734219,21,No,Lake Pulse,2.5,0.5965,1.3085,0.365,0.298571429,0.2775,0.918235294,15.815075,8.899187,9.153035,8.462227,6.65,6.01,0.011214,4.18138,7.71884947,0.070636527,NA,85.5232333,stratified,11.70363125,10.05540484,15.19291377,2.357727594,13.16886396,14155714.52,0.157094855,4309.472967,5.340450347,31.45205905,0,2.393366205,21.24742428,10.20463477,0,2.947084142,NORTHERN FORESTS
06-102,539,3.11079,23598.1,50.732795,-71.771475,11,No,Lake Pulse,2.25,0.594,1.247,0.26,0.218571429,0.5405,0.603235294,15.335942,15.292249,9.219874,9.236082,6.59,NA,0.011208,3.465144,7.280254955,0.081050527,13.545,92.72471956,mixed,NA,NA,NA,2.929819386,13.11526189,13199259.64,0.184507363,4425.791895,25.0125277,38.93067762,0,3.838001641,35.32191198,3.608765641,0,21.17452606,NORTHERN FORESTS
06-103,156,0.720739,9314.2,48.395105,-71.773708,33,No,Lake Pulse,3.25,2.364,22.14,2.75,1.608571429,1.979,4.379235294,19.831634,4.016964,9.407882,NA,8.41,7.1,0.135218,4.530574,15.1028917,0.195218027,9.2675,18.09139575,stratified,6.021494229,4.889901378,8.11010959,2.980888969,17.20472953,13950009.13,0.09771335,5093.503378,102.9564442,80.38275348,0,9.151196379,3.132804345,77.24994913,0,93.80524786,NORTHERN FORESTS
06-104,147,0.12174,1946.7,48.407729,-71.78678,37,No,Lake Pulse,5.85,7.689,43.275,7.405,8.478571429,1.859,17.22323529,18.542326,NA,9.504023,NA,8.29,7.51,0.267829,0.601555,6.709573128,0.100763527,2.59,3.220546995,stratified,5.603622519,4.832434745,7.682438816,2.991352063,16.92145671,14213645.58,0.101293086,5049.782319,166.9999265,49.23718039,0,0.077332117,15.13040772,34.10677268,0,166.9225943,NORTHERN FORESTS
06-124,209,5.456538,19426.9,45.943917,-73.977427,20,No,Lake Pulse,NA,3.3085,4.958,1.04,4.98005291,0.327,3.353235294,22.687184,7.656978,8.739939,9.462824,7.63,6.91,0.050876,1.16994,12.40957662,0.025,4.0675,18.87093342,stratified,6.089597697,3.891886443,9.325013136,2.314189024,18.3435652,16701628.21,0.171612956,4318.860907,22.50317081,26.20585646,0,2.93332826,22.52788888,3.677967583,0,19.56984255,NORTHERN FORESTS
06-125,359,0.180495,4129.9,45.992729,-74.00935,11.6,No,Lake Pulse,NA,0.7205,1.8625,0.3,0,0.093,1.683235294,22.530938,5.800352,8.12357,1.445001,6.93,6.15,0.016195,2.603347,8.532962307,0.025,4.255,19.61730156,stratified,3.398705898,2.123884254,5.968008415,2.243345174,17.49674691,16867796.49,0.178731836,4184.797385,6.755076351,39.58715197,0,6.23349132,19.03290122,20.55425075,0,0.521585031,NORTHERN FORESTS
06-126,445,0.554081,4306.6,48.993311,-74.029437,17,No,Lake Pulse,2.5,0.66,1.68,0.47,0.13005291,0.46,0.993235294,NA,NA,NA,NA,6.69,6.41,NA,NA,30.09965102,677.160138,5.9425,50.6402456,NA,NA,NA,NA,2.493266036,14.74433227,13241272.57,0.161495317,4870.506713,9.149761905,37.07187445,0,1.3636616,32.64439991,4.42747454,0,7.786100305,NORTHERN FORESTS
06-127,425,0.179844,3078.7,48.987717,-74.06735,1.6,No,Lake Pulse,1.05,0.99,2.64,0.74,0,0.34,0.788235294,14.6830435,NA,9.5087205,NA,6.63,NA,0.0189525,3.994367,32.37170717,0.081169527,10.695,147.5055732,stratified,NA,NA,NA,2.447349819,14.54628557,13169428.33,0.157000985,4891.144453,127.7186854,26.53640244,0,127.6162275,16.98532904,9.551073404,0,0.102457948,NORTHERN FORESTS
06-128,298,0.171636,1913.2,45.862265,-74.115675,18,No,Lake Pulse,NA,20.73,19.165,5.365,20.45148148,0.972,11.66823529,22.200397,4.289266,8.884883,0.227012,8.55,7.18,0.246509,0.861922,9.124901543,0.065833027,3.635,5.618483092,stratified,4.207175381,3.641560385,7.581314681,2.247196563,17.93771486,16478622.48,0.190383103,4419.681954,112.4539249,21.27765725,0,0,0.588212885,20.63651538,0.052928987,112.4539249,NORTHERN FORESTS
06-129,394,1.262021,8901.9,50.032073,-74.221815,33,No,Lake Pulse,9,0.65,27.2,10.26,0.101481481,0.44,2.483235294,15.942387,3.982511,9.73193,6.466154,8.75,8.95,0.170462,0.744049,15.46191229,0.025,1.7,4.400186046,stratified,8.996923295,8.073598245,11.61577034,2.80171075,14.20157754,12726743.28,0.180344112,4718.320596,14.57322917,67.12435926,0,0.096646841,57.03873746,10.0856218,0,14.47658233,NORTHERN FORESTS
06-130,293,0.970598,6450.8,45.850978,-74.131647,22,No,Lake Pulse,NA,12.955,15.585,3.875,15.65005291,0.7485,11.27823529,22.02093,NA,8.72873,NA,8.25,7.18,0.17046,0.908815,10.83196583,0.051311527,3.8725,8.559789772,stratified,5.999382348,4.879654656,9.517625378,2.261973815,17.92181681,16479397.12,0.190381834,4396.900088,64.90248909,34.68653684,0,0.065859089,21.07161655,13.61492029,0,64.83663001,NORTHERN FORESTS
06-131,277,0.17234,1666.7,45.948099,-74.143866,15,No,Lake Pulse,NA,39.05,18.795,3.805,55.18005291,0.821,12.84323529,22.890178,5.327619,8.946547,0.141057,8.49,7.26,0.315365,0.869613,12.08626078,0.025,3.27,6.6116326,stratified,4.001066222,3.45174008,7.087579759,2.203694794,17.55269367,15852909.3,0.199178953,4316.221476,174.7939619,145.907036,0,1.193380422,3.689474738,142.2175613,0,173.6005815,NORTHERN FORESTS
06-132,368,2.061438,23635.3,45.958676,-74.266369,16,No,Lake Pulse,3.9,6.7595,4.6805,0.905,10.88005291,0.3245,3.348235294,22.7778865,9.654505,8.4338745,6.901408,7.22,6.61,0.068853,3.4729375,12.89174156,0.069204027,3.7925,24.93112795,stratified,4.884338672,3.493625961,7.3,2.167536841,17.39135141,16136899.09,0.178402023,4284.739031,50.05806044,106.8885428,0,4.224750874,8.205709458,98.68283336,0,45.83330956,NORTHERN FORESTS
06-133,244,0.541703,4756.1,46.142222,-74.638943,26,No,Lake Pulse,NA,32.84,21.01,2.335,36.28005291,0.942,7.973235294,22.82764,5.298117,8.645077,4.76356,8.2,7.11,0.287988,0.800219,11.04681367,0.025,2.2675,3.365546464,stratified,5.871968089,4.971881712,10.23312448,2.0573476,17.76434349,16562617.96,0.151852102,4312.700753,94.29347999,31.84632842,0,0.118602732,18.41081385,13.43551457,0,94.17487725,NA
06-136,218,0.614648,3866.8,46.719648,-75.437263,12.7,No,Lake Pulse,2.05,1.97,6.95,1.92,1.20005291,1.41,2.413235294,20.022567,7.124385,9.781433,0.026971,7.45,6.72,0.059701,1.783306,48.00452789,0.199961527,5.24,10.02715331,stratified,5.396665745,4.808709909,8.26932864,2.032430815,17.07210927,14540984.93,0.141800426,5073.52736,77.6851335,34.89395358,0,10.58338315,25.41787847,9.476075112,0,67.10175035,NORTHERN FORESTS
06-137,209,16.716756,41240.8,46.450343,-75.551099,38,No,Lake Pulse,4.6,1.98,10.01,1.49,2.27005291,0.81,3.853235294,20.604589,7.839226,9.318681,5.747873,7.61,NA,0.073568,3.121869,21.82795761,0.102047527,4.78,15.13656001,stratified,7.5254794,6.809499984,10.83102775,2.078649318,17.66941303,15178378.5,0.133425721,5282.389198,11.76572465,28.14242097,0,8.548003575,5.0092607,23.13316027,0,3.217721077,NORTHERN FORESTS
06-139,197,0.318825,3356.4,45.902448,-75.605782,26,No,Lake Pulse,7.1,20,13.81,1.92,31.29005291,1.25,5.683235294,21.296292,4.855858,9.703132,0.0273,8.11,6.93,0.188922,0.570286,39.97371589,0.100319527,3.235,2.294800549,stratified,7.242904315,6.715155544,12.14411176,2.053298805,17.93759543,16073469.59,0.124661583,5435.091329,61.68728772,37.11648069,0,0.463807534,2.664945285,34.45153541,0,61.22348019,NORTHERN FORESTS
06-140,339,2.315668,10623.8,49.87207,-75.664784,3.5,No,Lake Pulse,0.85,0.719,2.5335,0.645,0.28005291,0.388,0.778235294,17.552196,17.499196,9.14581,9.122323,NA,NA,0.019507,5.076379,39.17591543,0.101978527,13.025,167.5244863,mixed,NA,NA,NA,2.26758813,14.74487258,15171604.18,0.146740005,4834.424818,81.03158381,51.44106892,0,65.7782598,37.1018371,14.33923183,0,15.25332401,NORTHERN FORESTS
06-141,275,3.039968,15407.6,48.214044,-79.052766,5,No,Lake Pulse,1.15,37.31,159.8,7.85,91.23148148,4.637,333.1382353,19.319177,19.094516,8.594063,8.224652,7.62,NA,0.937907,4.145991,38.93513108,0.301667527,5.06,13.43826692,mixed,NA,NA,NA,2.136869747,16.8323972,15354374.09,0.110942644,5027.71763,87.41043441,62.43415907,0.053875296,67.57045788,28.42016237,34.0139967,0,19.83997653,NORTHERN FORESTS
06-142,157,0.645116,3731.6,45.875279,-75.956424,24,No,Lake Pulse,5.4,1.92,39.05,6.22,1.70005291,0.84,5.978235294,21.132944,4.097872,9.375582,0.035546,8.26,7.43,0.218724,1.678928,24.0792275,0.171136027,6.58,9.53949192,stratified,6.051978526,5.521431428,8.496445186,2.037102231,17.91053703,15584214.9,0.119233628,5518.372937,45.42337795,21.82329239,0,1.485143895,20.05474084,1.768551552,0,43.93823405,NORTHERN FORESTS
06-146,166,14.645392,34585.9,46.192548,-76.057327,57,No,Lake Pulse,5.8,2.16,29.01,4.6,3.24005291,0.98,5.848235294,19.487195,5.566768,9.805399,7.220068,8.29,7.67,0.165406,0.906828,40.80609545,0.092534027,3.2875,5.055672284,stratified,8.423414654,7.966826628,12.17700082,2.102216644,17.53016112,14772891.45,0.124382511,5465.331677,52.22287692,25.59361713,0,43.52686023,19.21670744,6.37690969,0,8.696016698,NORTHERN FORESTS
06-156,215,0.464882,5171.7,45.226736,-76.831453,26,No,Lake Pulse,7,0.73,19.08,2.53,0.09005291,0.56,4.123235294,19.286466,4.077262,9.791511,0.013387,NA,NA,0.104913,1.171863,9.80869712,0.137410027,4.7725,7.116840372,stratified,5.496916106,4.800545678,8.22372184,2.11708636,17.1374447,15392817.6,0.082887001,5986.255476,41.65009029,10.14129033,0,0.316886356,3.671876419,6.469413911,0,41.33320393,NORTHERN FORESTS
06-158,337,0.183971,2358.9,48.893947,-76.881395,6,No,Lake Pulse,1.3,0.913,2.2695,0.51,0.48005291,0.3055,2.838235294,17.7140875,8.581039,8.967175,3.763479,NA,NA,0.0174295,4.5983055,12.16035302,0.116222527,13.9825,165.102437,stratified,1.17055963,0.94581504,4.82348933,2.190975245,15.27681674,15048451.31,0.138367837,4935.380808,136.6020654,45.83159654,0,15.45478685,25.3228418,20.50875474,0,121.1472785,NORTHERN FORESTS
06-159,156,5.706756,13277.3,45.564777,-77.04943,10,No,Lake Pulse,4.2,8.54,40.36,10.18,9.44005291,1.55,5.983235294,18.604716,18.594152,9.032249,9.026019,8.14,NA,0.272212,2.401386,10.07671649,0.217646527,8.0725,13.59192312,mixed,NA,NA,NA,2.038017024,17.12722564,14483631.06,0.102470264,6095.51976,4.305639757,20.26684921,0,4.305639757,0.508912306,19.7579369,0,0,NORTHERN FORESTS
06-161,355,2.286946,10997.8,45.190967,-77.651071,16,No,Lake Pulse,3.6,2.14,9.03,1.82,1.99005291,0.8,4.358235294,18.490733,7.829832,8.441273,0.016453,7.25,6.84,0.065349,1.482207,23.08778229,0.189818027,5.3375,14.91619401,stratified,6.709964687,6.125944488,8.742108125,2.158891559,16.59786504,14734508.7,0.110557017,5835.472969,29.85254813,2.214157772,0.001206395,0.020628353,0.018521767,2.195636005,0,29.83191978,NORTHERN FORESTS
06-165,293,18.067511,36485.2,48.753092,-77.960512,1.8,No,Lake Pulse,0.35,3.6955,7.984,1.78,3.69005291,1.0235,8.723235294,17.588522,NA,8.860799,NA,7.62,NA,0.065806,4.814728,42.95589533,0.236840027,11.96,104.8237605,mixed,NA,NA,NA,2.137144599,15.7837102,15202939.2,0.131384688,4999.038268,0.666618072,1.126402854,0.001395227,0.626078626,0.64933624,0.477066614,0,0.040539446,NORTHERN FORESTS
06-167,338,6.899366,55797,47.328987,-78.470022,24,No,Lake Pulse,3.8,0.59,0.79,0.27,0.22005291,0.21,2.548235294,18.28549,4.171141,9.53475,8.013532,NA,NA,0.011285,1.535113,NA,0.084102027,4.6425,NA,stratified,5.969784941,5.73640143,8.154197302,2.266185216,16.05799247,13587340.03,0.161164236,5139.183469,10.02809383,15.07579007,0,9.358536776,9.300109062,5.775681008,0,0.669557051,NORTHERN FORESTS
06-171,280,45.905615,54334.8,48.798152,-78.975731,2.1,No,Lake Pulse,0.15,2.272,10.69,2.29,3.721481481,1.068,2.053235294,17.179072,17.092158,9.212735,9.204754,7.4,NA,0.068853,4.808563,77.9909703,0.248026527,13.1475,103.1964765,mixed,NA,NA,NA,2.232224899,16.4143912,15725154.15,0.132143257,5083.558133,NA,NA,NA,NA,NA,NA,NA,NA,NORTHERN FORESTS
06-174,267,6.921495,17707.8,46.138734,-79.225947,4.9,No,Lake Pulse,0.85,1.17,4.68,1.43,0.631481481,0.68,2.243235294,18.338924,18.232595,9.458858,8.965578,NA,NA,0.035503,8.208241,36.50142152,0.231390027,13.56,150.0436393,mixed,NA,NA,NA,2.296492861,16.49989317,14099727.66,0.121915258,5334.385529,37.26206391,90.11905228,0.095101393,21.49610405,36.66980369,53.44924859,0,15.76595986,NORTHERN FORESTS
06-176,268,0.789489,3567.2,47.626548,-79.27745,3,No,Lake Pulse,2.5,1.82,7.85,2.95,0.061481481,1.17,2.653235294,19.693868,NA,10.901888,NA,NA,NA,0.067406,7.248448,35.99676041,0.246063527,6.9575,25.96870355,mixed,NA,NA,NA,2.223192681,16.50559776,13719879.73,0.125373217,5190.39174,10.82708712,26.09956125,0.609459831,10.82708712,0.811110119,25.28845113,0,0,NORTHERN FORESTS
06-178,249,1.385526,14741.5,44.920063,-79.359743,6.7,No,Lake Pulse,4,11.02,5.96,0.89,18.93148148,0.56,2.943235294,19.780784,19.780576,9.250746,9.037809,NA,NA,0.095499,4.138489,31.64294022,0.139327527,4.53,15.79644874,mixed,NA,NA,NA,2.252691448,17.34857128,15720597.43,0.14497297,5659.541164,5.810575298,1.030424357,0,5.804876856,0.116025229,0.914399128,0,0.005698442,NORTHERN FORESTS
06-196,251,8.096458,29606.5,46.478829,-80.97293,20,No,Lake Pulse,6.835,48.1,16.12,4.42,85.87148148,1.36,14.31823529,20.373304,8.212684,9.746842,4.785265,NA,NA,0.364415,1.593687,10.67525651,0.126325527,3.815,10.77147783,stratified,10.47649754,9.833334817,14.90491462,2.06523057,17.59542403,15414917.67,0.129662051,5284.683853,99.59550707,22.42211954,0,0.289371014,3.008700837,19.4134187,0,99.30613605,NORTHERN FORESTS
06-198,243,0.59821,3966.4,49.186723,-80.970066,5.8,No,Lake Pulse,2,1.857,25.72,5.465,1.971481481,1.2445,1.058235294,19.555737,13.754099,8.958548,1.723583,8,NA,0.154677,5.584782,18.56404142,0.206673527,13.3575,73.96116006,stratified,5.215951389,2.176909019,5.574452151,2.10889548,16.46229722,16572673.12,0.109803522,4983.633939,19.79150938,55.68958497,0,14.23148063,19.87450264,35.81508233,0,5.560028754,NORTHERN FORESTS
06-199,245,1.804898,8267.5,49.109138,-81.032121,2.3,Yes,Lake Pulse,NA,11.155,41.9,11.68,17.51148148,2.8975,4.838235294,19.076145,NA,10.080071,NA,8.6,NA,0.293022,5.345653,27.08882739,0.282089527,8.765,28.68489672,mixed,NA,NA,NA,2.02680223,16.49441182,16007199.74,0.121434493,5016.783066,2.236991956,2.752838569,0,2.236991956,0,2.735778148,0.017060421,0,NORTHERN FORESTS
06-200,337,0.139304,1469.2,48.238266,-81.040785,2.5,No,Lake Pulse,1.7,0.99,9.384,2.89,1.101481481,0.6235,0.893235294,18.949927,NA,9.483425,NA,7.4,NA,0.064612,3.849912,11.23862478,0.201649527,13.115,43.21325535,stratified,2.2,2.007784872,2.25,2.134091918,17.30610964,17075081.54,0.103283379,5074.396365,2.341446803,26.11546419,0,2.341446803,25.86896909,0.246495098,0,0,NORTHERN FORESTS
06-217,428,16.562945,74731.9,47.836499,-83.286417,26,No,Lake Pulse,NA,1.502,17.24,2.76,1.921481481,0.9305,2.383235294,19.076342,11.277624,8.892554,3.462987,8.06,9.09,0.103054,0.93551,7.681820802,0.107351027,5.0675,12.61801499,stratified,9.861181431,7.969466276,11.60702314,2.229088872,16.79597856,17452468.83,0.116814578,4925.922509,31.68583878,10.41695023,0,0.203601482,7.317694861,3.099255364,0,31.4822373,NORTHERN FORESTS
06-220,184,12.50611,27279.9,46.272242,-83.30755,11,No,Lake Pulse,1.85,3.7325,6.639,1.88,6.301481481,0.5715,4.918235294,21.913357,21.759768,7.987941,6.930885,NA,NA,0.067785,3.385414,18.17281073,0.113680027,3.5575,2.627694906,mixed,NA,NA,NA,3.909373096,18.32034446,18964934.31,0.105521031,4717.363996,20.82987452,114.5535981,0,7.584471603,66.81600417,47.02936009,0.708233883,13.24540291,NORTHERN FORESTS
06-221,431,0.293141,2554.3,47.835215,-83.348195,7,No,Lake Pulse,3.15,22.38,25.57,4.17,38.13148148,1.2215,1.803235294,19.568167,18.399795,9.036493,4.169836,NA,NA,0.246853,3.786577,12.89378092,0.131367027,6.015,15.65394317,stratified,6.5,5.293312155,6.55,2.251445951,16.68767531,17641299.18,0.114396798,4885.149398,9.721907317,27.12631084,0.004212002,8.857138028,20.01878891,7.107521934,0,0.864769289,NORTHERN FORESTS
06-254,79,0.386505,3764.4,48.949782,-55.693761,2.82,Yes,Lake Pulse,NA,18.29884375,5.190628571,1.019,34.17935484,0.277903226,1.108484848,NA,NA,NA,NA,7.01,NA,NA,NA,3.294077872,0.13509597,6.0275,23.26451321,NA,NA,NA,NA,2.683264444,19.29096857,15408020.2,0.096371563,5151.508818,0.141373703,12.84366559,0,0.141373703,11.75365517,1.090010417,0,0,NORTHERN FORESTS
06-255,156,0.539411,3662.6,47.46447,-52.976425,13.38,No,Lake Pulse,3.05,26.66884375,2.546628571,0.872,43.96935484,0.526903226,2.998484848,NA,NA,NA,NA,6.36,NA,NA,NA,11.26837897,0.09590897,4.895,24.31833359,NA,NA,NA,NA,4.145922868,17.19609585,15009859.46,0.093289903,4543.849455,0.458649514,6.811825371,0,0.458649514,6.806410543,0.005414828,0,0,NORTHERN FORESTS
06-256,115,0.939543,7230.1,47.510293,-52.901442,12.06,No,Lake Pulse,2.72,14.40884375,3.427628571,0.798,24.88935484,0.465903226,2.968484848,NA,NA,NA,NA,6.67,NA,NA,NA,9.726387046,0.08048397,4.675,29.24076898,NA,NA,NA,NA,4.289698085,17.14284551,14693904.79,0.089154292,4556.46991,25.23783614,21.37482835,0,0,21.37482835,0,0,25.23783614,NORTHERN FORESTS
06-257,153,0.533131,3369.6,47.524518,-52.881807,13.61,No,Lake Pulse,3.905,164.8888437,15.01062857,2.266,240.3493548,2.014903226,14.92848485,NA,NA,NA,NA,7.92,NA,NA,NA,5.731261842,0.28351747,3.0975,8.274748974,NA,NA,NA,NA,4.337390496,17.9297203,16219445.43,0.05343835,4718.210535,0.061659016,0.251947988,2.50E-04,0.050171014,0.212773437,0.039174552,0,0.011488002,NORTHERN FORESTS
06-258,131,0.576113,4286.5,47.583623,-52.852923,11.82,No,Lake Pulse,3.95,25.72884375,4.499628571,1.112,42.38935484,0.850903226,4.518484848,NA,NA,NA,NA,7.25,NA,NA,NA,8.58090733,0.07353697,2.885,6.472109061,NA,NA,NA,NA,4.606119454,17.29623245,15394308.99,0.083727974,4593.883619,22.96134716,43.25188857,0,0.619293243,43.24480355,0.00708502,0,22.34205392,NORTHERN FORESTS
06-259,111,0.176077,2303,47.623691,-52.825964,2.62,Yes,Lake Pulse,NA,18.53884375,3.488628571,1.274,32.26935484,0.709903226,3.078484848,NA,NA,NA,NA,6.78,NA,NA,NA,40.65433938,0.19896597,8.28,65.35529658,NA,NA,NA,NA,4.719751553,17.72706793,15820305.32,0.081072095,4635.084369,1135.790258,139.6602639,0,48.22521296,139.6602639,0,0,1087.565045,NORTHERN FORESTS
